transaction_id,timestamp,customer_email,subscription_tier,subscription_plan,amount,currency,country,ip_address,card_bin,card_last4,bin_country,status
txn_00600,2026-01-28T23:14:42,user600@hotmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.132.174.143,531313,4079,CO,chargeback
txn_00293,2026-01-29T01:09:23,sub293@hotmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.169.36.121,438600,4798,BR,approved
txn_00299,2026-01-29T01:59:08,member299@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.65.21.157,531313,9022,MX,approved
txn_00558,2026-01-29T05:06:17,customer558@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.67.242.124,601100,9892,BR,approved
txn_00607,2026-01-29T05:11:30,customer607@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.163.41.70,451200,9456,MX,approved
txn_00163,2026-01-29T06:39:05,member8163@gmail.com,annual,Solaris Annual,990.0,MXN,MX,5.188.14.122,438600,1783,MX,approved
txn_00147,2026-01-29T10:02:42,member8147@outlook.com,annual,Solaris Annual,49.99,BRL,BR,5.188.59.206,541500,8218,BR,approved
txn_00582,2026-01-29T12:28:20,sub582@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.54.217.112,541500,8993,MX,chargeback
txn_00454,2026-01-29T12:54:11,customer454@protonmail.com,annual,Solaris Annual,199000.0,COP,CO,190.138.247.238,650000,9955,CO,declined_insufficient_funds
txn_00552,2026-01-29T15:31:47,sub552@yahoo.com,monthly,Solaris Monthly,99.0,MXN,MX,189.120.139.171,424242,5150,MX,approved
txn_00585,2026-01-29T16:39:00,user585@hotmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.67.242.124,531313,8216,BR,approved
txn_00281,2026-01-29T18:00:32,member281@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.25.244.80,531313,5922,BR,approved
txn_00603,2026-01-29T20:19:05,sub603@hotmail.com,annual,Solaris Annual,49.99,BRL,BR,187.3.36.30,411111,5421,BR,approved
txn_00453,2026-01-29T20:36:49,customer453@yahoo.com,monthly,Solaris Monthly,19900.0,COP,CO,190.47.150.113,411111,1212,CO,declined_fraud
txn_00327,2026-01-29T20:44:32,user327@protonmail.com,annual,Solaris Annual,990.0,MXN,MX,189.35.142.179,424242,6077,MX,approved
txn_00214,2026-01-29T21:33:03,cliente214@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.67.242.124,650000,7861,BR,approved
txn_00254,2026-01-29T22:16:30,customer254@protonmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.122.64.242,438600,4974,CO,approved
txn_00322,2026-01-29T23:21:41,customer322@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.25.244.80,601100,1439,BR,approved
txn_00596,2026-01-30T00:53:22,acct596@hotmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.101.78.191,650000,8359,BR,approved
txn_00376,2026-01-30T01:07:03,user376@gmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.147.224.63,438600,4271,CO,approved
txn_00268,2026-01-30T01:21:24,member268@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.35.142.179,411111,3938,MX,approved
txn_00368,2026-01-30T04:17:59,user368@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.176.135.22,650000,8317,BR,approved
txn_00621,2026-01-30T04:29:15,sub621@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.35.142.179,650000,9635,MX,approved
txn_00173,2026-01-30T09:59:33,member4173@outlook.com,annual,Solaris Annual,990.0,MXN,MX,189.20.41.214,999001,5678,MX,chargeback
txn_00057,2026-01-30T10:31:12,customer5057@protonmail.com,annual,Solaris Annual,199000.0,COP,CO,190.223.137.165,999003,6553,CO,declined_fraud
txn_00070,2026-01-30T10:38:52,user5064@protonmail.com,annual,Solaris Annual,990.0,MXN,MX,189.233.212.99,999004,3578,MX,declined_fraud
txn_00320,2026-01-30T13:06:30,acct320@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.73.135.71,531313,7745,BR,approved
txn_00516,2026-01-30T14:38:52,member516@yahoo.com,annual,Solaris Annual,49.99,BRL,BR,187.30.84.194,531313,8807,BR,approved
txn_00483,2026-01-30T14:56:33,member483@gmail.com,annual,Solaris Annual,990.0,MXN,MX,189.77.118.196,531313,8921,MX,approved
txn_00027,2026-01-30T15:20:31,cliente9027@hotmail.com,monthly,Solaris Monthly,19900.0,COP,CO,185.220.101.156,650000,7807,CO,declined_insufficient_funds
txn_00028,2026-01-30T15:25:31,acct9028@yahoo.com,monthly,Solaris Monthly,19900.0,COP,CO,185.220.101.156,650000,9697,CO,declined_insufficient_funds
txn_00025,2026-01-30T15:33:31,customer9025@gmail.com,monthly,Solaris Monthly,19900.0,COP,CO,185.220.101.156,531313,2591,CO,declined_fraud
txn_00358,2026-01-30T15:37:58,customer358@gmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.70.252.46,601100,9743,BR,chargeback
txn_00026,2026-01-30T15:48:31,customer9026@hotmail.com,monthly,Solaris Monthly,19900.0,COP,CO,185.220.101.156,411111,6977,CO,declined_insufficient_funds
txn_00514,2026-01-30T16:45:50,user514@outlook.com,monthly,Solaris Monthly,19900.0,COP,CO,190.127.60.213,424242,5224,CO,approved
txn_00030,2026-01-30T16:51:31,cliente9030@outlook.com,monthly,Solaris Monthly,19900.0,COP,CO,185.220.101.156,424242,3306,CO,approved
txn_00029,2026-01-30T16:55:31,customer9029@yahoo.com,monthly,Solaris Monthly,19900.0,COP,CO,185.220.101.156,438600,5835,CO,approved
txn_00031,2026-01-30T16:57:31,sub9031@gmail.com,monthly,Solaris Monthly,19900.0,COP,CO,185.220.101.156,650000,2479,CO,declined_insufficient_funds
txn_00247,2026-01-30T17:32:00,customer247@protonmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.125.44.142,601100,3347,CO,approved
txn_00051,2026-01-30T18:07:27,user5049@hotmail.com,annual,Solaris Annual,990.0,MXN,MX,189.4.234.51,999002,8504,MX,declined_insufficient_funds
txn_00406,2026-01-30T18:56:38,customer406@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.163.41.70,531313,6499,MX,approved
txn_00136,2026-01-30T23:56:30,cliente6136@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.186.220.35,438600,4145,MX,declined_fraud
txn_00137,2026-01-31T00:16:30,cliente6136@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.186.220.35,438600,4145,MX,declined_fraud
txn_00138,2026-01-31T00:36:30,cliente6136@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.186.220.35,438600,4145,MX,declined_insufficient_funds
txn_00539,2026-01-31T00:37:25,sub539@protonmail.com,annual,Solaris Annual,199000.0,COP,CO,190.240.245.225,601100,6688,CO,approved
txn_00595,2026-01-31T00:58:22,acct595@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.142.232.186,424242,7262,BR,approved
txn_00139,2026-01-31T01:06:30,cliente6136@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.186.220.35,438600,4145,MX,approved
txn_00224,2026-01-31T06:33:22,customer224@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.150.222.80,411111,2465,BR,approved
txn_00022,2026-01-31T06:56:08,cliente9022@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,438600,2747,MX,declined_insufficient_funds
txn_00024,2026-01-31T07:06:08,member9024@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,411111,9138,MX,approved
txn_00021,2026-01-31T07:09:08,sub9021@yahoo.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,451200,5097,MX,declined_fraud
txn_00023,2026-01-31T07:44:08,user9023@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,601100,5837,MX,declined_fraud
txn_00019,2026-01-31T07:52:08,sub9019@yahoo.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,601100,1153,MX,declined_fraud
txn_00020,2026-01-31T07:57:08,member9020@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,424242,8237,MX,declined_fraud
txn_00344,2026-01-31T08:10:36,sub344@yahoo.com,monthly,Solaris Monthly,19900.0,COP,CO,190.116.184.91,650000,6211,CO,approved
txn_00245,2026-01-31T09:01:30,sub245@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,189.37.109.135,541500,1724,MX,approved
txn_00474,2026-01-31T09:15:02,member474@hotmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.151.111.29,438600,6420,BR,approved
txn_00230,2026-01-31T10:24:07,member230@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.250.9.57,541500,1111,BR,approved
txn_00525,2026-01-31T10:43:58,user525@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.249.79.97,531313,4744,BR,declined_fraud
txn_00040,2026-01-31T11:05:28,sub5039@yahoo.com,annual,Solaris Annual,199000.0,COP,CO,190.179.114.35,999001,9920,CO,declined_insufficient_funds
txn_00593,2026-01-31T11:11:54,member593@yahoo.com,annual,Solaris Annual,990.0,MXN,MX,189.160.122.135,650000,6765,MX,chargeback
txn_00231,2026-01-31T11:18:44,customer231@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.151.111.29,411111,5285,BR,approved
txn_00343,2026-01-31T11:51:32,customer343@hotmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.172.194.142,411111,8126,CO,declined_fraud
txn_00523,2026-01-31T12:17:13,acct523@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.84.135.216,601100,4066,BR,declined_insufficient_funds
txn_00146,2026-01-31T12:44:33,sub8146@yahoo.com,annual,Solaris Annual,199000.0,COP,CO,5.188.18.232,411111,8355,CO,approved
txn_00328,2026-01-31T14:01:57,customer328@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.31.160.29,424242,6081,BR,approved
txn_00269,2026-01-31T16:10:13,cliente269@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.146.107.220,424242,5903,MX,declined_fraud
txn_00277,2026-01-31T18:48:55,user277@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.232.1.134,451200,7353,BR,approved
txn_00292,2026-01-31T20:10:45,customer292@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.160.122.135,650000,2791,MX,approved
txn_00606,2026-01-31T22:17:11,sub606@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.234.161.37,424242,8399,MX,approved
txn_00476,2026-01-31T22:48:53,user476@yahoo.com,annual,Solaris Annual,990.0,MXN,MX,189.223.59.197,451200,3762,MX,approved
txn_00273,2026-01-31T23:08:05,acct273@yahoo.com,annual,Solaris Annual,49.99,BRL,BR,187.151.111.29,451200,2404,BR,approved
txn_00550,2026-01-31T23:57:53,sub550@outlook.com,annual,Solaris Annual,199000.0,COP,CO,190.223.248.14,424242,5078,CO,approved
txn_00113,2026-02-01T00:38:32,customer6113@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.68.237.162,531313,1641,MX,declined_insufficient_funds
txn_00114,2026-02-01T00:58:32,customer6113@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.68.237.162,531313,1641,MX,declined_insufficient_funds
txn_00115,2026-02-01T01:18:32,customer6113@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.68.237.162,531313,1641,MX,declined_fraud
txn_00116,2026-02-01T01:38:32,customer6113@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.68.237.162,531313,1641,MX,declined_insufficient_funds
txn_00117,2026-02-01T01:58:32,customer6113@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.68.237.162,531313,1641,MX,declined_insufficient_funds
txn_00118,2026-02-01T02:28:32,customer6113@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.68.237.162,531313,1641,MX,approved
txn_00393,2026-02-01T02:40:38,cliente393@gmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.84.239.65,531313,4158,CO,approved
txn_00498,2026-02-01T08:32:05,sub498@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.194.89.154,650000,2600,MX,approved
txn_00424,2026-02-01T10:08:09,user424@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.218.4.57,424242,9383,MX,approved
txn_00564,2026-02-01T10:11:24,acct564@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.207.0.155,438600,9615,MX,approved
txn_00095,2026-02-01T10:13:28,member7095@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.195.19.240,424242,3399,MX,approved
txn_00096,2026-02-01T12:13:28,member7095@hotmail.com,annual,Solaris Annual,990.0,MXN,MX,189.195.19.240,424242,3399,MX,approved
txn_00512,2026-02-01T12:14:04,user512@protonmail.com,annual,Solaris Annual,49.99,BRL,BR,187.172.52.47,601100,6570,BR,declined_fraud
txn_00480,2026-02-01T15:38:24,user480@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.212.208.169,451200,4485,MX,chargeback
txn_00378,2026-02-01T18:45:43,sub378@gmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.204.191.224,650000,4056,BR,approved
txn_00485,2026-02-01T18:47:07,customer485@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.250.9.57,424242,9542,BR,approved
txn_00493,2026-02-01T20:11:20,acct493@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.3.36.30,531313,3979,BR,approved
txn_00377,2026-02-01T20:45:09,sub377@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.98.35.23,601100,7512,BR,approved
txn_00517,2026-02-01T21:13:10,cliente517@hotmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.35.174.6,438600,4271,CO,approved
txn_00307,2026-02-01T23:28:38,member307@protonmail.com,annual,Solaris Annual,990.0,MXN,MX,189.189.75.220,650000,5794,MX,approved
txn_00544,2026-02-02T01:12:01,customer544@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.3.180.152,601100,5664,MX,declined_fraud
txn_00545,2026-02-02T05:03:33,acct545@outlook.com,annual,Solaris Annual,49.99,BRL,BR,187.232.1.134,424242,8460,BR,approved
txn_00227,2026-02-02T05:52:41,acct227@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.246.109.205,438600,3198,BR,approved
txn_00073,2026-02-02T06:15:44,sub7073@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,189.90.237.25,438600,7785,MX,approved
txn_00445,2026-02-02T06:45:44,acct445@hotmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.156.30.50,451200,7859,CO,approved
txn_00184,2026-02-02T07:45:31,cliente4184@protonmail.com,annual,Solaris Annual,990.0,MXN,MX,189.20.41.214,999001,3050,MX,chargeback
txn_00074,2026-02-02T08:15:44,sub7073@outlook.com,annual,Solaris Annual,990.0,MXN,MX,189.90.237.25,438600,7785,MX,approved
txn_00434,2026-02-02T12:04:35,cliente434@yahoo.com,monthly,Solaris Monthly,19900.0,COP,CO,190.172.194.142,438600,6253,CO,approved
txn_00354,2026-02-02T13:57:45,user354@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.127.62.233,451200,8848,MX,approved
txn_00594,2026-02-02T14:26:58,user594@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.81.216.174,601100,7343,BR,approved
txn_00640,2026-02-02T18:01:50,member640@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.121.83.90,650000,6218,MX,approved
txn_00589,2026-02-02T18:53:59,cliente589@gmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.7.47.121,411111,5185,BR,approved
txn_00572,2026-02-02T19:26:44,customer572@gmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.129.244.58,451200,1003,CO,approved
txn_00506,2026-02-02T21:45:39,acct506@protonmail.com,annual,Solaris Annual,49.99,BRL,BR,187.111.119.13,451200,7564,BR,approved
txn_00638,2026-02-02T21:52:30,cliente638@hotmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.101.78.191,541500,6257,BR,approved
txn_00622,2026-02-02T22:35:50,customer622@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.7.47.121,424242,8924,BR,declined_fraud
txn_00614,2026-02-03T00:27:13,customer614@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,189.86.43.145,601100,6071,MX,approved
txn_00079,2026-02-03T01:13:49,cliente7079@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.73.135.71,531313,5186,BR,approved
txn_00447,2026-02-03T02:32:58,cliente447@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.30.84.194,541500,4291,BR,declined_insufficient_funds
txn_00481,2026-02-03T03:02:18,cliente481@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.107.136.36,650000,7430,BR,approved
txn_00080,2026-02-03T04:13:49,cliente7079@yahoo.com,annual,Solaris Annual,49.99,BRL,BR,187.73.135.71,531313,5186,BR,approved
txn_00459,2026-02-03T06:02:20,member459@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.126.134.219,541500,6437,BR,approved
txn_00056,2026-02-03T07:34:50,user5049@hotmail.com,annual,Solaris Annual,990.0,MXN,MX,189.10.194.244,999002,2624,MX,declined_fraud
txn_00371,2026-02-03T07:35:36,user371@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.170.210.127,531313,8393,MX,approved
txn_00228,2026-02-03T07:43:41,user228@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.48.49.220,601100,4050,BR,approved
txn_00422,2026-02-03T08:06:32,customer422@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.226.50.25,541500,6864,BR,approved
txn_00403,2026-02-03T08:24:15,customer403@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,189.223.59.197,531313,1417,MX,approved
txn_00304,2026-02-03T10:51:21,user304@hotmail.com,annual,Solaris Annual,990.0,MXN,MX,189.75.12.23,541500,7965,MX,approved
txn_00446,2026-02-03T12:15:32,acct446@protonmail.com,annual,Solaris Annual,49.99,BRL,BR,187.142.232.186,531313,7762,BR,approved
txn_00249,2026-02-03T13:23:43,sub249@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.132.126.141,650000,7821,MX,approved
txn_00626,2026-02-03T13:51:22,user626@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.108.161.108,601100,5168,BR,approved
txn_00468,2026-02-03T15:05:56,user468@yahoo.com,monthly,Solaris Monthly,99.0,MXN,MX,189.80.224.154,650000,9238,MX,approved
txn_00314,2026-02-03T15:41:55,customer314@hotmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.57.12.140,451200,4314,BR,declined_insufficient_funds
txn_00253,2026-02-03T17:14:22,cliente253@yahoo.com,annual,Solaris Annual,199000.0,COP,CO,190.30.84.157,541500,8854,CO,approved
txn_00599,2026-02-03T17:25:34,sub599@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.83.189.181,411111,6221,BR,declined_insufficient_funds
txn_00471,2026-02-03T18:59:27,acct471@gmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.57.12.140,451200,9800,BR,approved
txn_00475,2026-02-03T20:08:15,member475@protonmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.47.150.113,438600,8383,CO,approved
txn_00340,2026-02-03T22:16:33,customer340@outlook.com,monthly,Solaris Monthly,19900.0,COP,CO,190.223.248.14,650000,1023,CO,approved
txn_00211,2026-02-03T22:28:14,sub211@protonmail.com,annual,Solaris Annual,199000.0,COP,CO,190.94.98.110,650000,2795,CO,approved
txn_00255,2026-02-03T23:20:16,acct255@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.150.222.80,451200,8639,BR,approved
txn_00360,2026-02-04T00:04:22,sub360@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.77.118.196,531313,4084,MX,approved
txn_00091,2026-02-04T01:29:45,acct7091@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,189.132.126.141,424242,7484,MX,approved
txn_00644,2026-02-04T01:37:57,user644@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.119.51.194,424242,8672,BR,approved
txn_00636,2026-02-04T02:19:10,user636@gmail.com,annual,Solaris Annual,990.0,MXN,MX,189.233.212.99,451200,9558,MX,approved
txn_00059,2026-02-04T04:06:58,customer5057@protonmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.94.98.110,999003,8770,CO,declined_fraud
txn_00092,2026-02-04T04:29:45,acct7091@outlook.com,annual,Solaris Annual,990.0,MXN,MX,189.132.126.141,424242,7484,MX,approved
txn_00256,2026-02-04T04:34:50,cliente256@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.235.63.193,438600,6246,BR,approved
txn_00297,2026-02-04T04:53:16,customer297@hotmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.112.166.28,601100,2388,BR,approved
txn_00171,2026-02-04T06:17:08,member4171@outlook.com,annual,Solaris Annual,199000.0,COP,CO,190.199.172.207,999001,5566,CO,chargeback
txn_00573,2026-02-04T06:53:25,cliente573@hotmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.250.123.243,411111,5920,CO,declined_fraud
txn_00519,2026-02-04T07:29:14,member519@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.225.39.146,411111,8901,MX,chargeback
txn_00591,2026-02-04T07:31:58,acct591@gmail.com,monthly,Solaris Monthly,19900.0,COP,CO,190.51.99.151,541500,7237,CO,approved
txn_00246,2026-02-04T11:32:59,customer246@protonmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.1.170.66,601100,4836,MX,approved
txn_00291,2026-02-04T11:33:23,customer291@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.239.27.50,424242,8178,BR,approved
txn_00335,2026-02-04T12:45:05,cliente335@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,189.86.43.145,541500,6272,MX,approved
txn_00390,2026-02-04T13:50:19,customer390@outlook.com,monthly,Solaris Monthly,19900.0,COP,CO,190.223.137.165,531313,5923,CO,approved
txn_00166,2026-02-04T14:14:18,acct8166@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,5.188.147.205,531313,5843,BR,approved
txn_00054,2026-02-04T15:17:14,user5049@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.125.189.145,999002,5505,MX,declined_fraud
txn_00551,2026-02-04T16:23:45,sub551@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.235.63.193,541500,8746,BR,approved
txn_00215,2026-02-04T18:42:36,cliente215@protonmail.com,annual,Solaris Annual,199000.0,COP,CO,190.133.194.167,531313,9498,CO,approved
txn_00401,2026-02-04T18:48:43,member401@yahoo.com,annual,Solaris Annual,49.99,BRL,BR,187.40.150.185,438600,2045,BR,approved
txn_00282,2026-02-04T19:41:05,acct282@hotmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.82.0.165,601100,9044,BR,declined_fraud
txn_00295,2026-02-04T19:47:59,cliente295@yahoo.com,monthly,Solaris Monthly,4.99,BRL,BR,187.142.79.110,424242,9796,BR,approved
txn_00235,2026-02-04T22:17:05,cliente235@hotmail.com,annual,Solaris Annual,49.99,BRL,BR,187.30.84.194,541500,9792,BR,approved
txn_00548,2026-02-05T00:46:03,customer548@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,189.127.62.233,650000,8597,MX,approved
txn_00222,2026-02-05T00:49:11,user222@outlook.com,annual,Solaris Annual,199000.0,COP,CO,190.138.247.238,541500,1860,CO,approved
txn_00266,2026-02-05T01:57:29,sub266@outlook.com,monthly,Solaris Monthly,4.99,BRL,BR,187.125.114.71,531313,2354,BR,declined_fraud
txn_00351,2026-02-05T02:17:01,cliente351@gmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.142.79.110,541500,8265,BR,declined_insufficient_funds
txn_00287,2026-02-05T02:20:17,acct287@outlook.com,annual,Solaris Annual,990.0,MXN,MX,189.153.158.209,531313,1725,MX,approved
txn_00587,2026-02-05T02:39:51,sub587@gmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.98.35.23,601100,8373,BR,approved
txn_00410,2026-02-05T03:32:29,user410@outlook.com,monthly,Solaris Monthly,19900.0,COP,CO,190.58.83.159,650000,3954,CO,approved
txn_00208,2026-02-05T04:01:13,user208@hotmail.com,annual,Solaris Annual,990.0,MXN,MX,189.164.238.226,411111,1742,MX,approved
txn_00043,2026-02-05T04:33:58,sub5039@yahoo.com,monthly,Solaris Monthly,19900.0,COP,CO,190.58.111.238,999001,2124,CO,approved
txn_00258,2026-02-05T09:17:27,sub258@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.204.185.112,451200,5026,BR,declined_fraud
txn_00290,2026-02-05T15:42:05,member290@yahoo.com,monthly,Solaris Monthly,19900.0,COP,CO,190.215.129.41,424242,3321,CO,approved
txn_00532,2026-02-05T16:21:09,user532@hotmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.35.34.120,451200,2168,BR,approved
txn_00386,2026-02-05T16:38:11,member386@protonmail.com,annual,Solaris Annual,199000.0,COP,CO,190.179.114.35,424242,2654,CO,approved
txn_00219,2026-02-05T18:06:39,sub219@outlook.com,annual,Solaris Annual,990.0,MXN,MX,189.204.169.14,424242,9899,MX,declined_fraud
txn_00011,2026-02-05T18:06:54,user9011@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.47,451200,3529,MX,declined_insufficient_funds
txn_00010,2026-02-05T18:17:54,acct9010@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.47,438600,2633,MX,declined_insufficient_funds
txn_00008,2026-02-05T18:45:54,customer9008@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.47,451200,7325,MX,declined_insufficient_funds
txn_00183,2026-02-05T19:08:45,customer4183@hotmail.com,annual,Solaris Annual,49.99,BRL,BR,187.57.12.140,999001,9501,BR,chargeback
txn_00009,2026-02-05T19:08:54,acct9009@yahoo.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.47,531313,9229,MX,declined_insufficient_funds
txn_00199,2026-02-05T19:09:09,sub3199@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,999004,9281,MX,declined_insufficient_funds
txn_00006,2026-02-05T19:15:54,member9006@hotmail.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.47,451200,8460,MX,declined_insufficient_funds
txn_00193,2026-02-05T19:29:09,acct3193@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,999004,9437,MX,declined_insufficient_funds
txn_00007,2026-02-05T19:34:54,sub9007@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.47,451200,4826,MX,declined_fraud
txn_00012,2026-02-05T19:45:54,customer9012@gmail.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.47,650000,7512,MX,declined_insufficient_funds
txn_00013,2026-02-05T19:54:54,customer9013@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.47,451200,6188,MX,declined_fraud
txn_00200,2026-02-05T20:13:09,user3200@yahoo.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,999004,1797,MX,declined_fraud
txn_00195,2026-02-05T20:29:09,member3195@outlook.com,monthly,Solaris Monthly,99.0,MXN,MX,185.220.101.112,999004,1829,MX,approved
txn_00521,2026-02-05T20:37:15,user521@protonmail.com,monthly,Solaris Monthly,4.99,BRL,BR,187.169.36.121,438600,9859,BR,approved
