transaction_id,timestamp,customer_email,subscription_tier,subscription_plan,amount,currency,country,ip_address,card_bin,card_last4,bin_country,status,risk_score,risk_level,signals_triggered
txn_00608,2026-01-25 09:57:52,member608@gmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.35.34.120,601100,5509,BR,declined_insufficient_funds,0,LOW,[]
txn_00575,2026-01-25 10:45:32,member575@hotmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.91.54.152,541500,9603,BR,approved,0,LOW,[]
txn_00640,2026-01-25 11:16:50,user640@hotmail.com,annual,Annual Premium,990.0,MXN,MX,189.196.253.204,541500,5528,MX,approved,0,LOW,[]
txn_00406,2026-01-25 14:27:24,acct406@yahoo.com,annual,Annual Premium Plus,1390.0,MXN,MX,189.216.141.22,531313,9255,MX,approved,0,LOW,[]
txn_00697,2026-01-25 14:49:35,member697@outlook.com,monthly,Monthly Pro,299.0,MXN,MX,189.163.41.70,411111,2347,MX,approved,0,LOW,[]
txn_00611,2026-01-25 15:08:35,customer611@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.249.79.97,650000,1890,BR,approved,0,LOW,[]
txn_00687,2026-01-25 15:48:31,sub687@gmail.com,annual,Annual Premium,990.0,MXN,MX,189.163.41.70,424242,7837,MX,declined_insufficient_funds,0,LOW,[]
txn_00567,2026-01-25 17:23:36,user567@outlook.com,annual,Annual Premium Plus,1390.0,MXN,MX,189.107.127.52,411111,2936,MX,approved,0,LOW,[]
txn_00783,2026-01-25 17:32:56,user783@hotmail.com,annual,Annual Basic,599.0,MXN,MX,189.144.107.175,411111,9311,MX,declined_insufficient_funds,0,LOW,[]
txn_00301,2026-01-25 19:09:40,customer301@hotmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.29.41.95,411111,6067,BR,approved,0,LOW,[]
txn_00371,2026-01-25 19:35:44,cliente371@protonmail.com,annual,Annual Premium,49.99,BRL,BR,187.151.111.29,424242,8736,BR,approved,0,LOW,[]
txn_00316,2026-01-25 19:42:33,sub316@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.255.202.234,438600,6051,BR,approved,0,LOW,[]
txn_00634,2026-01-25 20:40:43,member634@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.73.135.71,411111,3841,BR,approved,0,LOW,[]
txn_00887,2026-01-25 20:44:48,sub887@outlook.com,monthly,Monthly Standard,9.99,BRL,BR,187.205.137.33,541500,9875,BR,approved,0,LOW,[]
txn_00813,2026-01-25 20:56:09,member813@outlook.com,monthly,Monthly Pro,14.99,BRL,BR,187.83.189.181,451200,6311,BR,approved,0,LOW,[]
txn_00701,2026-01-25 23:01:41,acct701@outlook.com,monthly,Monthly Standard,9.99,BRL,BR,187.108.161.108,650000,4281,BR,approved,0,LOW,[]
txn_00824,2026-01-26 01:21:37,customer824@gmail.com,monthly,Monthly Standard,39900.0,COP,CO,190.128.118.61,451200,3903,CO,declined_insufficient_funds,0,LOW,[]
txn_00496,2026-01-26 01:40:52,member496@yahoo.com,annual,Annual Basic,119900.0,COP,CO,190.199.172.207,531313,2675,CO,approved,0,LOW,[]
txn_00044,2026-01-26 03:41:03,cliente5036@yahoo.com,monthly,Monthly Standard,199.0,MXN,MX,189.132.126.141,999001,2041,MX,declined_insufficient_funds,25,MEDIUM,"[""bin_decline_rate""]"
txn_00607,2026-01-26 03:45:27,sub607@gmail.com,monthly,Monthly Standard,39900.0,COP,CO,190.41.20.221,411111,5699,CO,declined_fraud,0,LOW,[]
txn_00835,2026-01-26 04:35:23,member835@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.81.216.174,411111,7183,BR,approved,0,LOW,[]
txn_00762,2026-01-26 04:53:09,member762@hotmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.142.248.109,424242,8825,BR,approved,0,LOW,[]
txn_00865,2026-01-26 05:32:00,cliente865@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.1.199.135,411111,7139,BR,approved,0,LOW,[]
txn_00756,2026-01-26 06:40:08,customer756@protonmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.101.214.112,438600,6323,BR,approved,0,LOW,[]
txn_00284,2026-01-26 08:09:11,acct284@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.250.9.57,601100,6533,BR,approved,0,LOW,[]
txn_00319,2026-01-26 08:17:39,user319@hotmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.142.232.186,424242,1195,BR,approved,0,LOW,[]
txn_00112,2026-01-26 08:40:59,member6112@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.216.93.142,411111,6517,BR,declined_fraud,25,MEDIUM,"[""repeated_failures""]"
txn_00476,2026-01-26 08:47:17,cliente476@protonmail.com,annual,Annual Basic,29.99,BRL,BR,187.10.117.112,601100,8384,BR,approved,0,LOW,[]
txn_00487,2026-01-26 08:56:56,customer487@hotmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.24.56.78,601100,8260,BR,approved,0,LOW,[]
txn_00113,2026-01-26 09:00:59,member6112@gmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.216.93.142,411111,6517,BR,declined_fraud,25,MEDIUM,"[""repeated_failures""]"
txn_00114,2026-01-26 09:20:59,member6112@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.216.93.142,411111,6517,BR,declined_insufficient_funds,25,MEDIUM,"[""repeated_failures""]"
txn_00115,2026-01-26 09:40:59,member6112@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.216.93.142,411111,6517,BR,declined_insufficient_funds,25,MEDIUM,"[""repeated_failures""]"
txn_00662,2026-01-26 09:49:22,customer662@protonmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.199.172.207,601100,7824,CO,approved,0,LOW,[]
txn_00289,2026-01-26 09:59:42,user289@outlook.com,monthly,Monthly Basic,99.0,MXN,MX,189.161.133.104,411111,6629,MX,approved,0,LOW,[]
txn_00116,2026-01-26 10:00:59,member6112@gmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.216.93.142,411111,6517,BR,declined_insufficient_funds,25,MEDIUM,"[""repeated_failures""]"
txn_00117,2026-01-26 10:30:59,member6112@gmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.216.93.142,411111,6517,BR,approved,25,MEDIUM,"[""repeated_failures""]"
txn_00744,2026-01-26 11:11:41,user744@outlook.com,annual,Annual Premium,199000.0,COP,CO,190.94.98.110,438600,2404,CO,declined_insufficient_funds,0,LOW,[]
txn_00178,2026-01-26 12:02:43,user4178@outlook.com,annual,Annual Premium Plus,279000.0,COP,CO,190.13.201.13,999001,5333,CO,chargeback,25,MEDIUM,"[""bin_decline_rate""]"
txn_00894,2026-01-26 12:25:56,customer894@yahoo.com,monthly,Monthly Basic,4.99,BRL,BR,187.111.119.13,541500,8270,BR,approved,0,LOW,[]
txn_00598,2026-01-26 12:26:40,member598@hotmail.com,monthly,Monthly Basic,19900.0,COP,CO,190.98.161.61,451200,3527,CO,approved,0,LOW,[]
txn_00218,2026-01-26 13:47:09,sub218@hotmail.com,annual,Annual Premium Plus,279000.0,COP,CO,190.76.155.43,411111,5703,CO,declined_insufficient_funds,0,LOW,[]
txn_00158,2026-01-26 14:08:06,cliente8158@gmail.com,monthly,Monthly Basic,99.0,MXN,MX,5.188.26.104,438600,8292,MX,approved,20,LOW,"[""geo_mismatch""]"
txn_00255,2026-01-26 14:35:47,sub255@protonmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.185.157.122,438600,6484,BR,approved,0,LOW,[]
txn_00290,2026-01-26 15:46:01,member290@yahoo.com,monthly,Monthly Basic,99.0,MXN,MX,189.144.107.175,424242,6133,MX,approved,0,LOW,[]
txn_00540,2026-01-26 15:55:13,member540@outlook.com,monthly,Monthly Pro,59900.0,COP,CO,190.132.174.143,541500,3485,CO,approved,0,LOW,[]
txn_00653,2026-01-26 17:30:30,sub653@outlook.com,annual,Annual Premium,990.0,MXN,MX,189.38.76.18,438600,1399,MX,approved,0,LOW,[]
txn_00198,2026-01-26 17:54:39,sub3198@outlook.com,monthly,Monthly Standard,39900.0,COP,CO,185.220.101.156,999001,9899,CO,declined_fraud,45,HIGH,"[""bin_decline_rate"", ""geo_mismatch""]"
txn_00199,2026-01-26 18:06:39,customer3199@gmail.com,monthly,Monthly Standard,39900.0,COP,CO,185.220.101.156,999001,5712,CO,approved,45,HIGH,"[""bin_decline_rate"", ""geo_mismatch""]"
txn_00194,2026-01-26 18:20:39,member3194@protonmail.com,monthly,Monthly Standard,39900.0,COP,CO,185.220.101.156,999001,9734,CO,declined_fraud,45,HIGH,"[""bin_decline_rate"", ""geo_mismatch""]"
txn_00195,2026-01-26 19:07:39,cliente3195@yahoo.com,monthly,Monthly Pro,59900.0,COP,CO,185.220.101.156,999001,4150,CO,declined_fraud,85,CRITICAL,"[""ip_velocity"", ""bin_decline_rate"", ""geo_mismatch""]"
txn_00196,2026-01-26 19:24:39,member3196@hotmail.com,monthly,Monthly Pro,59900.0,COP,CO,185.220.101.156,999001,5876,CO,approved,85,CRITICAL,"[""ip_velocity"", ""bin_decline_rate"", ""geo_mismatch""]"
txn_00197,2026-01-26 21:02:39,acct3197@yahoo.com,monthly,Monthly Standard,39900.0,COP,CO,185.220.101.156,999001,6714,CO,declined_fraud,85,CRITICAL,"[""ip_velocity"", ""bin_decline_rate"", ""geo_mismatch""]"
txn_00328,2026-01-26 21:33:40,acct328@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.31.160.29,411111,6761,BR,approved,0,LOW,[]
txn_00193,2026-01-26 21:39:39,acct3193@outlook.com,monthly,Monthly Standard,39900.0,COP,CO,185.220.101.156,999001,8837,CO,declined_fraud,85,CRITICAL,"[""ip_velocity"", ""bin_decline_rate"", ""geo_mismatch""]"
txn_00428,2026-01-26 21:58:20,customer428@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.43.248.35,541500,7760,BR,approved,0,LOW,[]
txn_00802,2026-01-26 22:27:17,sub802@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.108.102.159,601100,5816,BR,approved,0,LOW,[]
txn_00408,2026-01-27 02:36:05,customer408@yahoo.com,annual,Annual Premium,49.99,BRL,BR,187.128.5.58,531313,5695,BR,approved,0,LOW,[]
txn_00661,2026-01-27 04:22:44,member661@gmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.172.194.142,424242,3699,CO,declined_fraud,0,LOW,[]
txn_00351,2026-01-27 04:39:54,sub351@hotmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.81.243.230,451200,2843,MX,approved,0,LOW,[]
txn_00560,2026-01-27 04:43:51,user560@hotmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.113.102.235,601100,4401,MX,approved,0,LOW,[]
txn_00750,2026-01-27 05:09:20,user750@hotmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.90.237.25,531313,8208,MX,approved,0,LOW,[]
txn_00805,2026-01-27 05:34:38,customer805@outlook.com,annual,Annual Premium Plus,1390.0,MXN,MX,189.68.237.162,438600,8371,MX,approved,0,LOW,[]
txn_00477,2026-01-27 06:14:10,cliente477@hotmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.195.19.240,451200,7240,MX,approved,0,LOW,[]
txn_00723,2026-01-27 06:43:07,cliente723@gmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.25.244.80,541500,7649,BR,approved,0,LOW,[]
txn_00431,2026-01-27 09:33:10,customer431@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.242.208.97,650000,6008,BR,approved,0,LOW,[]
txn_00164,2026-01-27 10:16:33,user8164@protonmail.com,annual,Annual Premium Plus,1390.0,MXN,MX,5.188.129.165,411111,6286,MX,approved,20,LOW,"[""geo_mismatch""]"
txn_00504,2026-01-27 11:19:40,user504@yahoo.com,annual,Annual Basic,29.99,BRL,BR,187.206.61.126,650000,1983,BR,approved,0,LOW,[]
txn_00758,2026-01-27 11:34:47,sub758@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.255.202.234,531313,7365,BR,approved,0,LOW,[]
txn_00454,2026-01-27 12:19:48,member454@gmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.255.202.234,650000,7698,BR,approved,0,LOW,[]
txn_00503,2026-01-27 12:34:43,customer503@protonmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.161.133.104,411111,8786,MX,approved,0,LOW,[]
txn_00486,2026-01-27 12:54:27,member486@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.115.32.173,424242,2702,BR,declined_insufficient_funds,0,LOW,[]
txn_00490,2026-01-27 13:25:26,sub490@yahoo.com,monthly,Monthly Basic,19900.0,COP,CO,190.174.94.26,601100,6992,CO,approved,0,LOW,[]
txn_00900,2026-01-27 13:36:41,acct900@outlook.com,annual,Annual Basic,29.99,BRL,BR,187.67.242.124,451200,9278,BR,approved,0,LOW,[]
txn_00531,2026-01-27 13:44:34,cliente531@yahoo.com,annual,Annual Basic,599.0,MXN,MX,189.75.12.23,411111,4825,MX,declined_fraud,0,LOW,[]
txn_00538,2026-01-27 14:55:27,sub538@outlook.com,monthly,Monthly Standard,9.99,BRL,BR,187.7.47.121,601100,6465,BR,approved,0,LOW,[]
txn_00202,2026-01-27 16:00:52,user202@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.239.27.50,424242,3252,BR,declined_insufficient_funds,0,LOW,[]
txn_00543,2026-01-27 16:08:21,customer543@protonmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.131.188.85,451200,3378,CO,approved,0,LOW,[]
txn_00286,2026-01-27 17:13:19,customer286@yahoo.com,annual,Annual Basic,29.99,BRL,BR,187.169.36.121,541500,3161,BR,declined_fraud,0,LOW,[]
txn_00507,2026-01-27 18:48:49,acct507@protonmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.97.130.22,438600,5510,MX,approved,0,LOW,[]
txn_00666,2026-01-27 19:52:31,cliente666@hotmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.38.76.18,601100,3986,MX,approved,0,LOW,[]
txn_00788,2026-01-27 23:27:07,member788@outlook.com,monthly,Monthly Basic,19900.0,COP,CO,190.108.232.167,424242,6542,CO,approved,0,LOW,[]
txn_00832,2026-01-27 23:38:05,cliente832@hotmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.138.247.238,451200,2219,CO,approved,0,LOW,[]
txn_00442,2026-01-28 00:56:41,cliente442@outlook.com,monthly,Monthly Standard,199.0,MXN,MX,189.10.194.244,411111,9222,MX,approved,0,LOW,[]
txn_00886,2026-01-28 02:37:26,customer886@hotmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.125.189.145,541500,2582,MX,approved,0,LOW,[]
txn_00348,2026-01-28 02:45:39,sub348@hotmail.com,annual,Annual Basic,29.99,BRL,BR,187.111.119.13,531313,2970,BR,approved,0,LOW,[]
txn_00502,2026-01-28 02:59:20,member502@gmail.com,annual,Annual Premium,49.99,BRL,BR,187.98.35.23,541500,8113,BR,approved,0,LOW,[]
txn_00605,2026-01-28 03:09:40,member605@yahoo.com,monthly,Monthly Pro,299.0,MXN,MX,189.223.0.100,451200,6782,MX,declined_insufficient_funds,0,LOW,[]
txn_00321,2026-01-28 03:43:17,sub321@gmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.185.157.122,424242,1699,BR,approved,0,LOW,[]
txn_00368,2026-01-28 06:02:55,acct368@yahoo.com,annual,Annual Basic,29.99,BRL,BR,187.126.134.219,438600,6873,BR,declined_fraud,0,LOW,[]
txn_00740,2026-01-28 06:12:27,user740@yahoo.com,annual,Annual Premium Plus,1390.0,MXN,MX,189.105.215.199,601100,3445,MX,approved,0,LOW,[]
txn_00534,2026-01-28 06:26:12,user534@yahoo.com,monthly,Monthly Pro,299.0,MXN,MX,189.160.122.135,451200,9631,MX,approved,0,LOW,[]
txn_00597,2026-01-28 10:02:14,acct597@hotmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.164.238.226,451200,8130,MX,approved,0,LOW,[]
txn_00822,2026-01-28 10:11:02,user822@gmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.142.232.186,411111,8807,BR,declined_fraud,0,LOW,[]
txn_00042,2026-01-28 11:18:13,cliente5036@yahoo.com,monthly,Monthly Standard,199.0,MXN,MX,189.202.67.153,999001,1243,MX,approved,25,MEDIUM,"[""bin_decline_rate""]"
txn_00875,2026-01-28 12:02:12,sub875@protonmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.48.49.220,650000,5873,BR,approved,0,LOW,[]
txn_00412,2026-01-28 14:42:58,member412@outlook.com,annual,Annual Basic,119900.0,COP,CO,190.94.98.110,541500,4170,CO,approved,0,LOW,[]
txn_00854,2026-01-28 16:32:54,acct854@outlook.com,monthly,Monthly Pro,299.0,MXN,MX,189.226.218.228,650000,9168,MX,approved,0,LOW,[]
txn_00704,2026-01-28 16:39:41,customer704@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.229.142.3,424242,9161,BR,approved,0,LOW,[]
txn_00239,2026-01-28 16:51:39,acct239@outlook.com,monthly,Monthly Basic,99.0,MXN,MX,189.248.122.140,601100,1280,MX,approved,0,LOW,[]
txn_00060,2026-01-28 18:11:59,user5054@gmail.com,annual,Annual Basic,29.99,BRL,BR,187.101.78.191,999003,6751,BR,approved,25,MEDIUM,"[""bin_decline_rate""]"
txn_00810,2026-01-28 18:18:25,member810@outlook.com,monthly,Monthly Standard,9.99,BRL,BR,187.101.214.112,438600,1381,BR,declined_fraud,0,LOW,[]
txn_00753,2026-01-28 18:22:40,acct753@protonmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.204.168.142,541500,1067,MX,approved,0,LOW,[]
txn_00695,2026-01-28 18:42:13,sub695@gmail.com,annual,Annual Premium,199000.0,COP,CO,190.76.155.43,650000,4033,CO,declined_insufficient_funds,0,LOW,[]
txn_00061,2026-01-28 19:21:10,user5054@gmail.com,annual,Annual Basic,29.99,BRL,BR,187.232.146.216,999003,2140,BR,declined_insufficient_funds,25,MEDIUM,"[""bin_decline_rate""]"
txn_00812,2026-01-28 19:24:49,acct812@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.3.36.30,531313,1965,BR,approved,0,LOW,[]
txn_00369,2026-01-28 21:17:24,customer369@protonmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.239.27.50,531313,5237,BR,declined_fraud,0,LOW,[]
txn_00545,2026-01-28 23:14:42,user545@hotmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.132.174.143,531313,4079,CO,declined_insufficient_funds,0,LOW,[]
txn_00766,2026-01-28 23:38:32,cliente766@hotmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.125.243.37,601100,6592,MX,declined_insufficient_funds,0,LOW,[]
txn_00272,2026-01-29 01:59:08,member272@hotmail.com,monthly,Monthly Basic,19900.0,COP,CO,190.154.61.21,531313,9022,CO,approved,0,LOW,[]
txn_00400,2026-01-29 02:30:14,acct400@hotmail.com,monthly,Monthly Basic,19900.0,COP,CO,190.140.23.27,424242,5166,CO,declined_fraud,0,LOW,[]
txn_00494,2026-01-29 03:02:11,member494@outlook.com,annual,Annual Premium,199000.0,COP,CO,190.249.108.181,601100,9715,CO,approved,0,LOW,[]
txn_00698,2026-01-29 03:57:01,member698@outlook.com,annual,Annual Premium,49.99,BRL,BR,187.67.242.124,541500,7672,BR,declined_fraud,0,LOW,[]
txn_00551,2026-01-29 05:11:30,acct551@gmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.146.107.220,411111,7347,MX,approved,0,LOW,[]
txn_00576,2026-01-29 05:36:45,acct576@hotmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.174.94.26,411111,8907,CO,approved,0,LOW,[]
txn_00229,2026-01-29 05:55:37,user229@protonmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.194.49.183,438600,7079,BR,approved,0,LOW,[]
txn_00741,2026-01-29 06:00:00,cliente741@hotmail.com,annual,Annual Premium,990.0,MXN,MX,189.233.212.99,438600,2941,MX,approved,0,LOW,[]
txn_00861,2026-01-29 06:06:52,customer861@yahoo.com,annual,Annual Premium Plus,69.99,BRL,BR,187.185.157.122,601100,5959,BR,chargeback,0,LOW,[]
txn_00769,2026-01-29 06:18:01,cliente769@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.91.54.152,424242,3049,BR,approved,0,LOW,[]
txn_00148,2026-01-29 06:39:05,member8148@gmail.com,annual,Annual Premium Plus,1390.0,MXN,MX,5.188.14.122,438600,1783,MX,approved,20,LOW,"[""geo_mismatch""]"
txn_00838,2026-01-29 08:15:25,member838@protonmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.16.15.47,438600,9474,BR,approved,0,LOW,[]
txn_00420,2026-01-29 08:17:35,user420@yahoo.com,monthly,Monthly Basic,99.0,MXN,MX,189.226.218.228,438600,8975,MX,approved,0,LOW,[]
txn_00831,2026-01-29 10:44:05,user831@outlook.com,monthly,Monthly Basic,19900.0,COP,CO,190.1.209.230,438600,6181,CO,declined_fraud,0,LOW,[]
txn_00309,2026-01-29 11:41:01,acct309@outlook.com,annual,Annual Basic,599.0,MXN,MX,189.113.102.235,438600,7033,MX,approved,0,LOW,[]
txn_00165,2026-01-29 12:42:29,user8165@yahoo.com,annual,Annual Premium Plus,69.99,BRL,BR,5.188.82.168,601100,5961,BR,approved,20,LOW,"[""geo_mismatch""]"
txn_00791,2026-01-29 13:51:58,customer791@outlook.com,annual,Annual Premium Plus,1390.0,MXN,MX,189.225.39.146,438600,6656,MX,approved,0,LOW,[]
txn_00267,2026-01-29 13:53:58,user267@protonmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.186.20.183,451200,7481,MX,approved,0,LOW,[]
txn_00898,2026-01-29 14:08:47,member898@hotmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.194.49.183,451200,8652,BR,approved,0,LOW,[]
txn_00320,2026-01-29 14:23:45,user320@gmail.com,annual,Annual Basic,599.0,MXN,MX,189.4.153.53,601100,2228,MX,approved,0,LOW,[]
txn_00501,2026-01-29 15:31:47,sub501@yahoo.com,monthly,Monthly Pro,14.99,BRL,BR,187.101.214.112,424242,5150,BR,approved,0,LOW,[]
txn_00147,2026-01-29 16:23:57,cliente8147@gmail.com,monthly,Monthly Pro,299.0,MXN,MX,5.188.13.46,601100,6080,MX,approved,20,LOW,"[""geo_mismatch""]"
txn_00122,2026-01-29 16:39:52,member6122@outlook.com,monthly,Monthly Standard,199.0,MXN,MX,189.68.237.162,451200,3655,MX,declined_fraud,25,MEDIUM,"[""repeated_failures""]"
txn_00123,2026-01-29 16:59:52,member6122@outlook.com,monthly,Monthly Standard,199.0,MXN,MX,189.68.237.162,451200,3655,MX,declined_fraud,25,MEDIUM,"[""repeated_failures""]"
txn_00736,2026-01-29 17:06:16,user736@outlook.com,monthly,Monthly Basic,99.0,MXN,MX,189.186.20.183,438600,3229,MX,approved,0,LOW,[]
txn_00124,2026-01-29 17:19:52,member6122@outlook.com,monthly,Monthly Pro,299.0,MXN,MX,189.68.237.162,451200,3655,MX,declined_insufficient_funds,25,MEDIUM,"[""repeated_failures""]"
txn_00125,2026-01-29 17:39:52,member6122@outlook.com,monthly,Monthly Pro,299.0,MXN,MX,189.68.237.162,451200,3655,MX,declined_insufficient_funds,25,MEDIUM,"[""repeated_failures""]"
txn_00126,2026-01-29 17:59:52,member6122@outlook.com,monthly,Monthly Basic,99.0,MXN,MX,189.68.237.162,451200,3655,MX,declined_insufficient_funds,25,MEDIUM,"[""repeated_failures""]"
txn_00127,2026-01-29 18:29:52,member6122@outlook.com,monthly,Monthly Standard,199.0,MXN,MX,189.68.237.162,451200,3655,MX,approved,25,MEDIUM,"[""repeated_failures""]"
txn_00724,2026-01-29 19:20:09,customer724@gmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.1.199.135,451200,7914,BR,approved,0,LOW,[]
txn_00542,2026-01-29 19:42:30,acct542@protonmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.119.51.194,541500,3270,BR,approved,0,LOW,[]
txn_00411,2026-01-29 20:36:49,customer411@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.30.84.194,411111,1212,BR,approved,0,LOW,[]
txn_00626,2026-01-29 20:39:09,sub626@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.85.208.248,650000,2318,BR,approved,0,LOW,[]
txn_00816,2026-01-29 21:02:40,customer816@protonmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.3.36.30,438600,2374,BR,approved,0,LOW,[]
txn_00455,2026-01-29 21:19:13,customer455@outlook.com,monthly,Monthly Standard,39900.0,COP,CO,190.52.6.145,650000,5514,CO,approved,0,LOW,[]
txn_00752,2026-01-29 21:22:01,member752@gmail.com,annual,Annual Basic,29.99,BRL,BR,187.98.35.23,531313,3025,BR,approved,0,LOW,[]
txn_00231,2026-01-29 22:16:30,customer231@protonmail.com,monthly,Monthly Standard,39900.0,COP,CO,190.122.64.242,438600,4974,CO,approved,0,LOW,[]
txn_00548,2026-01-29 22:19:55,cliente548@hotmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.125.114.71,601100,7767,BR,declined_insufficient_funds,0,LOW,[]
txn_00577,2026-01-29 23:03:37,acct577@hotmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.250.9.57,531313,2609,BR,approved,0,LOW,[]
txn_00870,2026-01-29 23:52:54,sub870@yahoo.com,monthly,Monthly Basic,4.99,BRL,BR,187.117.16.161,541500,2138,BR,approved,0,LOW,[]
txn_00637,2026-01-30 00:11:38,customer637@hotmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.204.169.14,451200,8798,MX,approved,0,LOW,[]
txn_00040,2026-01-30 01:21:20,cliente5036@yahoo.com,annual,Annual Premium Plus,1390.0,MXN,MX,189.136.81.55,999001,3417,MX,declined_fraud,25,MEDIUM,"[""bin_decline_rate""]"
txn_00244,2026-01-30 01:21:24,member244@gmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.240.149.16,411111,3938,CO,approved,0,LOW,[]
txn_00863,2026-01-30 04:31:19,cliente863@hotmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.236.127.38,531313,7512,BR,approved,0,LOW,[]
txn_00038,2026-01-30 07:07:16,cliente5036@yahoo.com,monthly,Monthly Standard,199.0,MXN,MX,189.105.215.199,999001,1828,MX,declined_fraud,25,MEDIUM,"[""bin_decline_rate""]"
txn_00568,2026-01-30 07:23:29,member568@protonmail.com,monthly,Monthly Standard,39900.0,COP,CO,190.140.23.27,411111,6468,CO,approved,0,LOW,[]
txn_00845,2026-01-30 08:19:27,sub845@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.57.12.140,541500,4772,BR,approved,0,LOW,[]
txn_00322,2026-01-30 10:09:44,cliente322@yahoo.com,annual,Annual Premium,49.99,BRL,BR,187.16.15.47,451200,7990,BR,approved,0,LOW,[]
txn_00297,2026-01-30 11:21:31,user297@yahoo.com,monthly,Monthly Standard,39900.0,COP,CO,190.172.194.142,411111,2106,CO,approved,0,LOW,[]
txn_00514,2026-01-30 11:32:30,member514@gmail.com,annual,Annual Premium Plus,279000.0,COP,CO,190.249.108.181,411111,2153,CO,approved,0,LOW,[]
txn_00645,2026-01-30 11:51:02,sub645@hotmail.com,annual,Annual Premium,49.99,BRL,BR,187.151.111.29,438600,1890,BR,approved,0,LOW,[]
txn_00877,2026-01-30 13:07:12,member877@gmail.com,annual,Annual Premium Plus,279000.0,COP,CO,190.192.203.101,601100,9810,CO,approved,0,LOW,[]
txn_00405,2026-01-30 13:13:20,member405@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.29.41.95,601100,9975,BR,approved,0,LOW,[]
